Date,Open,High,Low,Close,Volume
2005-01-03,42.77026659495992,43.22418551703731,42.37895584106445,42.37895584106445,669200
2005-01-04,42.49634857187099,42.82505116760824,41.94851290261839,41.95634078979492,907700
2005-01-05,42.003287213615245,42.089376041412955,41.33806024775517,41.36153793334961,1465100
2005-01-06,41.59633011579461,41.70589663810206,41.42415244618929,41.674591064453125,1041000
2005-01-07,41.87025036592263,41.932861519118745,41.36154519532858,41.52589797973633,573300
2005-01-10,41.525890688901406,41.65110998784437,41.22066584885583,41.36153793334961,691300
2005-01-11,41.41633178512869,41.44763736423889,40.970237731933594,40.970237731933594,976600
2005-01-12,41.087627236017305,41.494590759277344,40.90762465590567,41.494590759277344,1182000
2005-01-13,41.47893797159842,41.807637556463845,41.27545770270039,41.494590759277344,689500
2005-01-14,41.729372711630766,42.24590271500495,41.635458979780104,42.1519889831543,1043400
2005-01-18,42.18329654050512,42.950265188546176,41.831116297663854,42.92678451538086,780800
2005-01-19,42.8954650616002,43.044162001018975,42.59806819729997,42.74676513671875,3487300
2005-01-20,42.425900756448414,42.45720632554989,41.8389347703809,41.85458755493164,2082100
2005-01-21,42.1050277252493,42.1676388658143,41.37718963623047,41.37718963623047,963700
2005-01-24,41.314593001439306,41.43198444453727,40.69632125054459,40.978065490722656,1162000
2005-01-25,41.20503015938949,41.53372981212879,41.08763572028854,41.126766204833984,937500
2005-01-26,41.142411127847055,41.36937207445807,40.86066691625601,41.28328323364258,746200
2005-01-27,41.2050100958669,41.49457912306394,40.8919604010041,41.39283752441406,346600
2005-01-28,41.23633070444104,41.53372774602869,40.813717312722694,41.00937271118164,694700
2005-01-31,41.18153826630057,41.6119794500179,41.18153826630057,41.47893524169922,920300
2005-02-01,39.718031251299585,40.070211435842204,38.38757443495156,38.62236022949219,7596800
2005-02-02,38.66150222229398,38.87280739422713,38.14497216603336,38.364105224609375,3030100
2005-02-03,38.36410471879788,38.36410471879788,37.377999997279076,37.409305572509766,2195900
2005-02-04,37.417121270763246,37.87886790588221,37.417121270763246,37.77712631225586,1969000
2005-02-07,37.996268534597206,38.54410411402122,37.878877115375886,37.95713806152344,1591900
2005-02-08,37.91800772941592,37.91800772941592,37.40147772071613,37.550174713134766,1007800
2005-02-09,37.581480601867234,37.61278617489133,37.18234200946938,37.24495315551758,901600
2005-02-10,37.48755454979739,37.753645862136736,37.26059369814796,37.503204345703125,903800
2005-02-11,37.44842499278923,38.324962927681305,37.44842499278923,38.16061019897461,2609500
2005-02-14,38.191931493070896,38.739767181621026,38.191931493070896,38.465850830078125,1383000
2005-02-15,38.426714026730345,38.58323892207536,38.0119255917105,38.15279769897461,1208900
2005-02-16,38.12149685165847,38.12932473940198,37.589313932748325,37.784969329833984,1197000
2005-02-17,37.871052358038476,38.11366608788034,37.409305572509766,37.409305572509766,999100
2005-02-18,37.51105009203693,37.831924799236596,37.401483555744,37.526702880859375,834200
2005-02-22,37.56583109550017,37.60496157246518,36.4232044495234,36.548423767089844,1613100
2005-02-23,36.704954914131754,36.7910407839363,35.85972213745117,35.85972213745117,2699900
2005-02-24,36.00839763260361,36.798846662334284,35.773611885773924,36.60319137573242,3198600
2005-02-25,36.846495148265994,37.5528159312186,36.72877352088122,37.50572967529297,1213200
2005-02-28,37.3095371112857,37.35662337750007,36.96422185885496,37.08194351196289,1112300
2005-03-01,37.12116330109092,37.21533877716494,36.768001523582846,36.88572311401367,2143600
2005-03-02,36.68952999128647,37.081931381567614,36.66598686588081,37.00345230102539,1416100
2005-03-03,37.00345009816208,37.08977588410542,36.74446375897751,36.84648895263672,998600
2005-03-04,37.121180817171314,37.231052756732815,36.548274993896484,36.548274993896484,1964800
2005-03-07,36.65028586570547,36.885726071661274,36.485478020914876,36.55611038208008,1306000
2005-03-08,36.64243732290875,37.11332074351891,36.28927849968205,36.33636474609375,2656200
2005-03-09,36.375598003966275,36.399144116892614,35.912564366871365,36.045982360839844,1707900
2005-03-10,36.2421976928237,36.41485528660227,35.316130043296646,35.72422790527344,2448900
2005-03-11,36.02246037106298,36.234354555199246,35.59081630837729,35.82625961303711,1495500
2005-03-14,35.86549166849579,36.07738880212268,35.52017649053258,35.5908088684082,1160100
2005-03-15,36.16372125626661,37.301683135064295,36.08523916524858,37.0191535949707,3252500
2005-03-16,37.21535165935544,37.87458620763813,37.13687256775876,37.28598403930664,2917500
2005-03-17,37.31737907710596,37.7254769638355,37.31737907710596,37.56851577758789,932200
2005-03-18,37.76470459175979,38.1806520530926,37.70976864298115,37.74900817871094,1870000
2005-03-21,37.55281372316115,37.670535343624046,35.51232758956225,35.92042541503906,3301700
2005-03-22,35.74777634688459,35.857648288787516,34.342978246758,34.81386184692383,4810900
2005-03-23,34.49207691064481,34.92371776744055,34.31941937041272,34.37435531616211,2716200
2005-03-24,34.30373818334631,34.5548749021732,33.83285758399236,33.87994384765625,2157900
2005-03-28,33.94271857683759,34.31157682342941,33.785757429748415,34.06828689575195,2885300
2005-03-29,34.178144218589765,34.70396338793179,34.02118313846751,34.146751403808594,1720400
2005-03-30,34.24879943351473,34.672593734808814,34.20171317367245,34.63335418701172,1536300
2005-03-31,34.7039787561139,35.167012500941745,34.499928363458956,35.07283401489258,2644200
2005-04-01,35.237659505941394,35.237659505941394,34.57842479868263,34.74323272705078,2113100
2005-04-04,34.52348594966767,34.52348594966767,33.88779442970776,34.13108444213867,1158400
2005-04-05,34.2958860316073,34.75107013962274,34.25664648684853,34.53132629394531,1054000
2005-04-06,34.735366727814565,35.14346449744925,34.67258406760102,34.97080993652344,929400
2005-04-07,34.76677003426762,35.09638882954339,34.413608108538455,35.088539123535156,2340800
2005-04-08,35.339665146063126,35.45738675031945,34.484230070650156,34.72751998901367,1695000
2005-04-11,34.72751785556198,34.93156523078142,34.54701360223355,34.69612503051758,669300
2005-04-12,34.6961265460215,34.77460861206055,34.17815688530264,34.77460861206055,1387900
2005-04-13,34.72753093210674,34.82955615502603,34.21740781129597,34.41360855102539,1836800
2005-04-14,34.413616035450495,34.54703412425142,34.00552104259043,34.0290641784668,1329100
2005-04-15,33.92702858785165,33.92702858785165,33.393362382953676,33.43260192871094,2455200
2005-04-18,33.35412359945989,33.71513221873376,32.93817901611328,32.93817901611328,1531500
2005-04-19,32.961727142333984,33.19716745173632,32.86755161733024,32.961727142333984,2176800
2005-04-20,33.079435742342504,33.39335503309255,32.789056581323116,33.000953674316406,2731300
2005-04-21,34.13891320588013,34.25663479375897,33.47183219132494,33.911319732666016,3838700
2005-04-22,34.060451480398186,34.13893058307481,33.13438369864179,33.44045639038086,2215000
2005-04-25,33.511087168150524,33.64450223503963,33.31488642711192,33.3541259765625,2223500
2005-04-26,33.07944888857877,33.08729560160738,32.741983346414976,32.8440055847168,1220900
2005-04-27,32.380964497596764,32.44375016304777,32.15337394480016,32.412357330322266,1927200
2005-04-28,32.00426036737483,32.6870410259186,31.957174110775526,32.294639587402344,946400
2005-04-29,32.31817872248614,32.99310959234569,32.07488878290408,32.977413177490234,1764200
2005-05-02,33.25208080423594,33.299170031598095,32.726264570719486,33.02449035644531,886900
2005-05-03,32.88324047992033,33.23639936596807,32.81260810395373,33.08728790283203,1231500
2005-05-04,33.13438066499157,33.927030307082845,33.110834541315675,33.77006912231445,861000
2005-05-05,33.82500717908441,34.20956195585209,33.67589569091797,33.67589569091797,589300
2005-05-06,33.70728064536476,33.801456142508734,33.385511619153206,33.41690444946289,755800
2005-05-09,33.39335863395709,33.57386291920404,33.24424717930573,33.55816650390625,794600
2005-05-10,33.275627617098195,33.534610888596156,33.095120405292235,33.2206916809082,558500
2005-05-11,33.27563153154708,33.36195730301218,32.883230230438194,33.34626388549805,848600
2005-05-12,33.291346234753185,33.55033269609129,33.00096992453255,33.51109313964844,844300
2005-05-13,33.511082810018166,33.927027368914786,33.42475401618256,33.652347564697266,993100
2005-05-16,33.6523457261186,34.523477334450796,33.6523457261186,34.49208450317383,1461500
2005-05-17,34.492081653180655,35.269034703484294,34.492081653180655,35.07283401489258,1435100
2005-05-18,35.00219594348513,35.80269498174865,34.853084522216356,35.53586196899414,2510300
2005-05-19,35.57511858826694,35.66144439659837,35.410307696140926,35.512332916259766,1364900
2005-05-20,35.31612346517047,35.50447744091672,35.16701202163564,35.37105941772461,887400
2005-05-23,35.47308699367742,35.80270273112666,35.316125835650844,35.66143798828125,1449100
2005-05-24,35.51233558155008,35.70853633061942,35.34752767084044,35.61436080932617,1756800
2005-05-25,35.56726760983888,35.747771919722936,35.23765182495117,35.23765182495117,1521400
2005-05-26,34.93941396172694,35.5986483003929,34.86093190129975,35.16700744628906,3230000
2005-05-27,35.3396757451242,35.35537216331835,34.821705919859646,35.206260681152344,1326400
2005-05-31,35.15916686901533,36.21865250639124,34.986512278831505,36.187259674072266,2505300
2005-06-01,36.0616897782806,36.226497650146484,35.88118549093437,36.226497650146484,1804500
2005-06-02,36.061676362833765,36.33635604709223,35.991044016341014,36.32065963745117,1174700
2005-06-03,36.367764198625615,36.78370875122726,36.14802035857725,36.44624328613281,1701200
2005-06-06,36.391284947589995,36.72875020516287,36.147998129653814,36.50900650024414,2383300
2005-06-07,36.47762716878429,36.98775009377714,36.304969626088024,36.41484451293945,1614700
2005-06-08,36.477797734579475,36.9263917855195,36.13151550292969,36.13151550292969,1508200
2005-06-09,36.155142775569836,36.265326406250516,35.59636787271844,36.147274017333984,1185200
2005-06-10,36.13939051599566,36.21809308377024,35.525525498333856,35.761627197265625,1404300
2005-06-13,35.753771885864666,36.367637134354574,35.61211021279821,35.8875617980957,1239400
2005-06-14,35.99774240622726,36.249584692227366,35.84820898490436,36.186622619628906,925100
2005-06-15,36.08430282400114,36.66668985878232,36.02134376743345,36.525028228759766,1599400
2005-06-16,36.4778110695174,37.823596716502365,36.225968808581435,37.571754455566406,2931300
2005-06-17,37.61110365686796,37.85507415459309,37.43009222229249,37.524532318115234,2070700
