Ticker,Pred_LSTM,Pred_GRU,Pred_TFT,Pred_Average,Rentabilidad,Dif_LSTM,Dif_GRU,Dif_TFT,Dif_Average
PSX,17.798980712890625,11.478405952453613,12.301995277404785,14.336071586608888,5.232677046716324,12.566303666174301,6.245728905737289,7.069318230688461,9.103394539892564
APA,11.451330184936523,13.451147079467773,17.338546752929688,14.20618019104004,30.245226821167098,-18.793896636230574,-16.794079741699324,-12.90668006823741,-16.039046630127057
BG,5.774562835693359,23.657451629638672,16.88206672668457,13.794142150878907,8.567169622411544,-2.792606786718185,15.090282007227128,8.314897104273026,5.226972528467362
CHTR,14.092741012573242,17.176122665405273,11.691718101501465,13.749008178710938,-32.58504884350398,46.67778985607722,49.76117150890925,44.27676694500544,46.334057022214914
CPB,22.09152603149414,15.249887466430664,4.39750337600708,13.645589256286621,9.02890125571554,13.0626247757786,6.2209862107151235,-4.6313978797084605,4.616688000571081
BAX,7.556291580200195,17.546262741088867,17.193126678466797,13.40901985168457,-12.838108586332456,20.39440016653265,30.384371327421324,30.031235264799253,26.24712843801703
BF-B,18.966876983642578,15.10128116607666,5.262828350067139,12.712138366699218,-2.3077646001994334,21.274641583842012,17.409045766276094,7.5705929502665725,15.019902966898652
DAY,21.785980224609375,8.858308792114258,5.113111972808838,12.531298637390137,20.121942709628573,1.6640375149808015,-11.263633917514316,-15.008830736819736,-7.590644072238437
PEP,13.431529998779297,12.52286148071289,11.119058609008789,12.324807739257814,0.2869899900918699,13.144540008687427,12.23587149062102,10.832068618916919,12.037817749165944
KMX,7.1096625328063965,8.197100639343262,19.21221923828125,12.168172836303711,-2.391412382481014,9.501074915287411,10.588513021824276,21.603631620762265,14.559585218784726
AVY,14.866596221923828,9.294304847717285,10.884699821472168,12.159379386901856,-7.2893110904364695,22.1559073123603,16.583615938153756,18.17401091190864,19.448690477338324
BIIB,10.39171028137207,6.450438022613525,15.991456031799316,11.843354129791262,17.223669058408465,-6.8319587770363945,-10.77323103579494,-1.2322130266091484,-5.380314928617203
MKTX,14.936849594116211,12.116293907165527,8.26338005065918,11.703350639343263,-13.147885700531345,28.084735294647558,25.264179607696875,21.411265751190527,24.85123633987461
MPWR,6.700751781463623,15.133999824523926,14.86742115020752,11.654069137573243,26.630517897312522,-19.9297661158489,-11.496518072788596,-11.763096747105003,-14.976448759739279
POOL,1.49443781375885,27.01387596130371,13.668572425842285,11.467979288101198,9.151965492775563,-7.657527679016713,17.861910468528148,4.516606933066722,2.3160137953256346
KHC,8.522428512573242,10.468022346496582,14.321237564086914,11.23107089996338,-3.7009964058566935,12.223424918429936,14.169018752353276,18.022233969943606,14.932067305820073
DXCM,16.311071395874023,10.153227806091309,6.616221904754639,11.201562881469727,-9.817922313278215,26.12899370915224,19.971150119369526,16.434144218032856,21.019485194747944
HCA,9.327692031860352,12.728684425354004,12.063948631286621,11.10239315032959,10.211912020228374,-0.884219988368022,2.5167724051256304,1.8520366110582476,0.8904811301012163
CMCSA,14.657844543457031,-2.804288864135742,13.98855209350586,10.89770088195801,-9.62581860454422,24.283663148001253,6.821529740408478,23.61437069805008,20.52351948650223
PG,16.746545791625977,9.136292457580566,5.6372857093811035,10.780791091918946,1.4771389814573674,15.26940681016861,7.659153476123199,4.1601467279237365,9.303652110461579
TTD,5.807290554046631,12.034846305847168,15.037004470825195,10.744687271118165,-45.10808324972745,50.91537380377408,57.14292955557462,60.145087720552645,55.85277052084562
TSN,19.608047485351562,6.398585796356201,3.3629355430603027,10.468110370635987,2.223829397414715,17.384218087936848,4.174756398941486,1.1391061456455875,8.244280973221272
ADM,14.113481521606445,9.00168228149414,7.35053014755249,10.385941123962404,13.299787699049903,0.8136938225565427,-4.298105417555762,-5.949257551497412,-2.913846575087499
EXE,4.599299430847168,8.802338600158691,16.872953414916992,10.349368858337403,1.0110290894425837,3.5882703414045842,7.791309510716108,15.861924325474408,9.33833976889482
REGN,9.254825592041016,11.043200492858887,10.909079551696777,10.274202156066895,9.914960233238869,-0.6601346411978533,1.1282402596200178,0.9941193184579085,0.35924192282802636
A,0.222428560256958,6.499131202697754,21.79793357849121,10.107971096038819,13.905749467818424,-13.683320907561466,-7.40661826512067,7.892184110672787,-3.7977783717796054
BDX,13.41606330871582,3.833824872970581,9.914295196533203,10.098908376693727,8.021323180304636,5.394740128411184,-4.187498307334055,1.8929720162285673,2.077585196389091
HOLX,8.794906616210938,8.85580062866211,11.220635414123535,9.777376937866212,7.191078843008104,1.6038277732028332,1.664721785654005,4.029556571115431,2.5862980948581074
CMG,5.708528518676758,20.002317428588867,8.50583553314209,9.686209106445313,-24.11360642765593,29.82213494633269,44.1159238562448,32.61944196079802,33.79981553410124
CZR,4.638833045959473,0.0032597295939922333,19.259920120239258,9.56015321239829,-11.439114084211907,16.07794713017138,11.442373813805899,30.699034204451166,20.9992672966102
SJM,12.949695587158203,4.961687088012695,7.86281156539917,9.317340278625489,2.39832053045624,10.551375056701964,2.5633665575564555,5.46449103494293,6.919019748169249
TMO,13.890644073486328,7.517134666442871,5.516385078430176,9.266238594055176,18.914379408038197,-5.023735334551869,-11.397244741595326,-13.397994329608022,-9.648140813983021
OKE,16.25876808166504,18.937440872192383,-2.5721473693847656,9.262136459350586,-7.29692686251725,23.55569494418229,26.234367734709632,4.724779493132484,16.559063321867836
ADBE,-0.08231627941131592,-1.7599438428878784,23.221010208129883,8.90348880290985,-0.05983497200979821,-0.022481307401517707,-1.7001088708780803,23.280845180139682,8.963323774919647
HD,0.44711434841156006,8.694748878479004,17.36911964416504,8.86544337272644,15.33031591351869,-14.88320156510713,-6.635567035039687,2.0388037306463485,-6.46487254079225
MCK,13.101804733276367,-5.1149797439575195,10.92778205871582,8.58883876800537,-2.847940924594638,15.949745657871006,-2.2670388193628814,13.775722983310459,11.436779692600009
ODFL,2.0233449935913086,11.126700401306152,13.78452205657959,8.548486900329591,-12.614722971788506,14.638067965379815,23.74142337309466,26.399245028368096,21.163209872118095
MO,5.585294246673584,6.032051086425781,12.712332725524902,8.525461006164551,10.273818627108808,-4.688524380435224,-4.241767540683027,2.4385140984160945,-1.7483576209442564
DG,7.403102397918701,17.27433967590332,4.2996673583984375,8.13597583770752,-0.6505547938372359,8.053657191755937,17.924894469740558,4.950222152235673,8.786530631544755
COR,15.403194427490234,-11.515046119689941,10.596772193908691,8.096977424621581,-0.4395798177725512,15.842774245262785,-11.075466301917391,11.036352011681242,8.536557242394132
ZTS,9.929092407226562,2.07029390335083,9.128540992736816,8.037112140655518,-0.18320487386674728,10.11229728109331,2.2534987772175774,9.311745866603564,8.220317014522266
PFG,9.610347747802734,8.00998306274414,6.079506874084473,7.877938461303711,4.881103703456553,4.729244044346181,3.1288793592875876,1.1984031706279197,2.996834757847158
IQV,19.650442123413086,5.717050552368164,-2.843055248260498,7.866364860534669,19.652735854879477,-0.0022937314663913355,-13.935685302511313,-22.495791103139975,-11.786370994344807
EW,9.751745223999023,3.6234235763549805,7.522022724151611,7.63419189453125,-2.6253847582709575,12.377129982269981,6.248808334625938,10.147407482422569,10.259576652802208
LEN,1.6483232975006104,5.30403995513916,14.469114303588867,7.507783031463624,21.420081099006506,-19.771757801505895,-16.116041143867346,-6.950966795417639,-13.912298067542881
BMY,20.055950164794922,15.21362590789795,-9.714659690856934,7.179241371154786,-2.3345474076847728,22.390497572479696,17.548173315582723,-7.380112283172161,9.513788778839558
FDS,8.674243927001953,8.178555488586426,5.120564937591553,7.153634643554687,-28.5916589729132,37.265902899915154,36.77021446149963,33.712223910504754,35.74529361646789
CHD,19.0015869140625,7.868162155151367,-5.217740535736084,7.08717098236084,-4.275827593991392,23.27741450805389,12.143989749142758,-0.9419129417446923,11.362998576352233
AKAM,0.37900370359420776,3.702131509780884,15.204752922058105,6.973928952217102,-2.0581917995494092,2.437195503143617,5.760323309330293,17.262944721607514,9.032120751766511
ROST,15.706043243408203,-0.9383901953697205,2.076460838317871,6.925323593616485,9.298162738168328,6.407880505239875,-10.236552933538048,-7.221701899850457,-2.3728391445518424
GPN,11.326383590698242,10.514420509338379,0.49262309074401855,6.83048677444458,6.369627758957915,4.9567558317403275,4.144792750380464,-5.877004668213896,0.4608590154866654
PGR,-0.261763334274292,13.620445251464844,10.275151252746582,6.729444217681885,-1.2768754621894771,1.0151121279151851,14.89732071365432,11.552026714936058,8.006319679871362
HSIC,8.116458892822266,-6.120631694793701,11.692410469055176,6.699421405792236,-0.7528545611176141,8.86931345393988,-5.367777133676087,12.44526503017279,7.45227596690985
MSCI,5.337412357330322,1.0292768478393555,10.74303150177002,6.638032913208008,-3.497642311477615,8.835054668807938,4.526919159316971,14.240673813247636,10.135675224685624
IEX,6.167287349700928,6.209453582763672,6.924813747406006,6.478731155395509,-10.414592025177944,16.581879374878874,16.624045607941618,17.33940577258395,16.893323180573454
EQT,1.8751554489135742,-4.638524055480957,16.60630226135254,6.464878273010254,-7.468377761494207,9.34353321040778,2.8298537060132496,24.074680022846746,13.93325603450446
GNRC,11.491048812866211,7.860072135925293,0.7171512842178345,6.455294466018677,22.48918022371568,-10.99813141084947,-14.629108087790389,-21.772028939497847,-16.033885757697004
TER,3.3734874725341797,0.7054072618484497,12.273551940917969,6.39989721775055,25.437196529731782,-22.063709057197602,-24.731789267883332,-13.163644588813813,-19.037299311981233
CLX,11.195341110229492,7.828151702880859,0.707365870475769,6.326713132858277,-0.9355211157809719,12.130862226010464,8.763672818661831,1.642886986256741,7.262234248639249
DECK,3.3405447006225586,12.636103630065918,5.952004909515381,6.24424057006836,9.828736423434162,-6.488191722811603,2.8073672066317563,-3.876731513918781,-3.5844958533658016
INCY,8.723892211914062,6.6534223556518555,3.052863121032715,6.041386604309082,27.634318055181428,-18.910425843267365,-20.980895699529572,-24.581454934148713,-21.592931450872346
GPC,-0.8145320415496826,14.251097679138184,8.3834228515625,5.877775859832765,12.13418181452743,-12.948713856077113,2.1169158646107533,-3.7507589629649303,-6.2564059546946655
SBAC,4.2184295654296875,0.990447998046875,9.952553749084473,5.866482925415039,-14.745305399084671,18.96373496451436,15.735753397131546,24.697859148169144,20.61178832449971
SWKS,-5.761807918548584,13.779911994934082,13.450604438781738,5.831501007080078,6.9157663987933145,-12.677574317341898,6.864145596140768,6.534838039988424,-1.0842653917132363
BSX,3.4178617000579834,6.2744059562683105,7.685791969299316,5.696342658996583,-5.347846875741583,8.765708575799566,11.622252832009893,13.0336388450409,11.044189534738166
RVTY,0.4075666069984436,25.398502349853516,1.0181909799575806,5.650003504753113,-3.2627855430376225,3.670352150036066,28.66128789289114,4.2809765229952035,8.912789047790735
OMC,2.5629682540893555,8.140839576721191,7.365808010101318,5.599678421020508,8.96982793164498,-6.406859677555625,-0.8289883549237889,-1.604019921543662,-3.370149510624472
HRL,5.990148544311523,11.802638053894043,1.9355316162109375,5.530799674987793,-13.603324292848345,19.59347283715987,25.40596234674239,15.538855909059283,19.13412396783614
XYZ,10.440113067626953,2.773078441619873,1.3220075368881226,5.259463930130005,-0.9093225766168835,11.349435644243837,3.6824010182367566,2.231330113505006,6.168786506746889
UHS,4.421848773956299,2.8686323165893555,7.092105865478516,5.179308319091797,11.595508254308244,-7.173659480351946,-8.726875937718889,-4.503402388829729,-6.416199935216447
PAYC,2.9502387046813965,5.470754146575928,7.228992938995361,5.165843486785889,-4.8443627183932225,7.794601423074619,10.31511686496915,12.073355657388584,10.010206205179111
PFE,-0.36450159549713135,8.688430786132812,8.58885383605957,5.027427053451539,1.2642723300086847,-1.628773925505816,7.424158456124128,7.324581506050886,3.763154723442854
MRNA,-5.768298625946045,-11.213126182556152,23.820613861083984,4.978300857543944,-17.823696069747005,12.05539744380096,6.610569887190852,41.644309930830985,22.80199692729095
LMT,2.3853235244750977,15.262167930603027,2.392669916152954,4.963630962371826,3.5926737972661873,-1.2073502727910896,11.66949413333684,-1.2000038811132332,1.3709571651056387
IPG,6.360249042510986,7.690888404846191,1.9597128629684448,4.866162443161011,9.67485708354849,-3.314608041037504,-1.9839686787022988,-7.715144220580045,-4.808694640387479
AZO,3.3780651092529297,3.4447309970855713,6.822270393371582,4.769080400466919,10.808647672219882,-7.430582562966952,-7.363916675134311,-3.9863772788483,-6.039567271752963
MCD,-0.6489585638046265,7.354062080383301,8.889256477355957,4.766931581497193,2.404032502357541,-3.0529910661621673,4.9500295780257595,6.485223974998416,2.3628990791396522
DDOG,8.776445388793945,0.8193591237068176,2.695319890975952,4.752577936649322,-5.823643192024718,14.600088580818664,6.643002315731535,8.51896308300067,10.576221128674039
SWK,4.111083984375,11.675396919250488,1.6404937505722046,4.6357104778289795,15.375563905646802,-11.264479921271802,-3.7001669863963134,-13.735070155074597,-10.739853427817822
CVS,11.448371887207031,5.1190185546875,-3.0774502754211426,4.3721723556518555,22.050020551506076,-10.601648664299045,-16.931001996818576,-25.12747082692722,-17.67784819585422
GWW,7.820226192474365,4.309421539306641,0.8081001043319702,4.313214826583863,-1.4285647595475646,9.24879095202193,5.737986298854205,2.236664863879535,5.741779586131427
COST,4.38807487487793,3.2569830417633057,4.643711566925049,4.264111185073853,0.6458025671234056,3.742272307754524,2.6111804746399,3.997908999801643,3.618308617950447
BXP,0.32181477546691895,10.953274726867676,4.692296981811523,4.196299648284912,12.664827696304338,-12.343012920837419,-1.7115529694366618,-7.972530714492814,-8.468528048019426
EOG,8.983861923217773,1.5285714864730835,0.7138997316360474,4.1848189592361456,1.5709518968270708,7.412910026390703,-0.04238041035398732,-0.8570521651910235,2.6138670624090747
NDSN,7.281550407409668,-1.8976820707321167,4.086075305938721,4.1675138711929325,6.611007919808411,0.6705424876012573,-8.508689990540528,-2.52493261386969,-2.443494048615478
CTRA,10.407970428466797,1.0337566137313843,-0.7420591115951538,4.0731158494949335,5.287246053801298,5.120724374665499,-4.253489440069914,-6.029305165396452,-1.2141302043063646
PARA,3.878892421722412,4.25278377532959,3.834709405899048,3.9359974861145024,,,,,
WRB,10.139041900634766,2.3717222213745117,-1.5047531127929688,3.9280599594116214,7.817102041009232,2.321939859625534,-5.44537981963472,-9.3218551538022,-3.8890420815976103
INVH,0.9789561629295349,-0.8084806799888611,8.974286079406738,3.8196007609367375,-7.922647556850706,8.90160371978024,7.114166876861845,16.896933636257444,11.742248317787444
DVN,-0.3002101182937622,15.666129112243652,1.93100106716156,3.78554220199585,8.974768167743274,-9.274978286037037,6.691360944500378,-7.043767100581714,-5.189225965747425
RSG,4.345547676086426,-1.4167028665542603,5.727672576904297,3.745947527885437,-5.553235687844731,9.898783363931157,4.136532821290471,11.280908264749028,9.299183215730167
FRT,8.865133285522461,3.1502914428710938,-1.1628371477127075,3.7109767436981205,6.199002123408287,2.6661311621141737,-3.0487106805371935,-7.361839271120995,-2.488025379710167
FITB,6.779493808746338,3.418372869491577,0.7433837652206421,3.6928256034851077,7.728118634956374,-0.9486248262100361,-4.309745765464797,-6.984734869735732,-4.035293031471266
ACGL,10.061298370361328,-0.7765542268753052,-0.6471544504165649,3.6103467226028445,0.7310101283149958,9.330288242046333,-1.507564355190301,-1.3781645787315608,2.8793365942878486
VTRS,4.574563980102539,6.940876007080078,0.8404437303543091,3.554178285598755,12.04427039589855,-7.469706415796011,-5.103394388818472,-11.203826665544241,-8.490092110299795
FTV,-1.9702670574188232,5.3338212966918945,7.9948601722717285,3.4766015052795414,-2.4946619783636352,0.524394920944812,7.82848327505553,10.489522150635363,5.971263483643177
WMT,3.2219629287719727,8.743409156799316,0.9672235250473022,3.4243564128875734,8.541835225912937,-5.319872297140964,0.20157393088637932,-7.574611700865635,-5.117478813025364
WAT,2.074709177017212,3.03289794921875,4.9554901123046875,3.4186593055725103,8.776539408967071,-6.7018302319498595,-5.743641459748321,-3.821049296662384,-5.357880103394561
BR,6.813361644744873,-2.0609254837036133,2.749563217163086,3.412984848022461,0.7402211765970359,6.073140468147837,-2.801146660300649,2.0093420405660503,2.6727636714254253
TPL,-2.821066379547119,4.11184024810791,9.102535247802734,3.334955596923828,-5.682915035859427,2.861848656312308,9.794755283967337,14.785450283662161,9.017870632783255
SOLV,4.359114646911621,6.420028209686279,0.6516128778457642,3.28829665184021,2.806201978791252,1.5529126681203689,3.613826230895027,-2.154589100945488,0.4820946730489579
NVR,1.533604383468628,-0.4373672604560852,6.709288120269775,3.2096835494041445,10.876599928322046,-9.342995544853418,-11.31396718877813,-4.16731180805227,-7.666916378917901
CPAY,-2.869208335876465,6.375845909118652,7.6179518699646,3.1746665954589846,-7.709284653072318,4.840076317195853,14.08513056219097,15.327236523036918,10.883951248531304
DHR,-0.34594082832336426,-0.0812409371137619,8.025547981262207,3.055594673752785,3.828360008424924,-4.174300836748288,-3.9096009455386858,4.197187972837283,-0.772765334672139
SHW,1.3874561786651611,2.819561004638672,4.499694347381592,2.9187724113464357,2.6419703303448614,-1.2545141516797003,0.17759067429381048,1.8577240170367304,0.27680208100157433
OXY,-3.7106099128723145,14.312689781188965,3.7698137760162354,2.8862195014953613,10.728256390772243,-14.438866303644557,3.584433390416722,-6.958442614756008,-7.842036889276882
UNP,-4.195998668670654,-0.21433515846729279,11.371893882751465,2.8274910539388656,-1.82147630073255,-2.3745223679381042,1.6071411422652573,13.193370183484015,4.648967354671416
LKQ,-2.843550205230713,4.615608215332031,7.157876491546631,2.6488521575927733,-15.313054164494286,12.469503959263573,19.928662379826317,22.470930656040917,17.96190632208706
CF,4.482562065124512,-2.3493525981903076,3.002281665802002,2.524066972732544,-7.02709418251498,11.50965624763949,4.677741584324672,10.029375848316981,9.551161155247524
NOC,0.8674113750457764,0.4830928146839142,5.038200378417969,2.458863264322281,11.782709420749828,-10.915298045704052,-11.299616606065914,-6.74450904233186,-9.323846156427548
KDP,7.409205913543701,-9.90300178527832,3.455145835876465,2.3651403427124027,-18.3673439013729,25.776549814916603,8.464342116094581,21.822489737249366,20.732484244085306
AXP,6.382622718811035,0.3193567395210266,-0.7801903486251831,2.304844295978546,12.773545912500966,-6.390923193689931,-12.45418917297994,-13.553736261126149,-10.46870161652242
AMAT,6.36789608001709,-6.523210525512695,2.3338146209716797,2.176042175292969,-1.1973163981515873,7.565212478168677,-5.325894127361108,3.5311310191232668,3.3733585734445564
EG,-2.0448737144470215,6.192328453063965,4.2550764083862305,2.1225467681884767,1.4486161655949243,-3.493489880041946,4.743712287469041,2.806460242791306,0.6739306025935523
COP,2.3765854835510254,0.894609272480011,2.339211940765381,2.065240824222565,3.5727258226338736,-1.1961403390828482,-2.6781165501538626,-1.2335138818684928,-1.5074849984113086
EFX,9.423126220703125,-5.142943382263184,-1.8543459177017212,1.998923444747925,0.6202143473033102,8.802911873399815,-5.763157729566494,-2.4745602650050316,1.3787090974446148
O,2.373775005340576,7.113015174865723,-0.9720956087112427,1.9832747936248782,5.812733297737678,-3.4389582923971016,1.3002818771280449,-6.7848289064489204,-3.8294585041127993
MSI,1.2179322242736816,2.3367581367492676,2.34847092628479,1.8939128875732423,12.999505129287686,-11.781572905014004,-10.662746992538418,-10.651034203002895,-11.105592241714444
MRK,-3.135982036590576,-0.6189566850662231,8.05611515045166,1.8442619085311889,3.814598510789042,-6.950580547379618,-4.433555195855265,4.241516639662619,-1.970336602257853
ECL,-1.7002944946289062,3.4072344303131104,4.579788684844971,1.8332445621490479,-0.9855408146092254,-0.7147536800196809,4.392775244922336,5.565329499454196,2.818785376758273
FANG,0.2163100242614746,3.016190528869629,2.6983518600463867,1.7691028594970704,1.295723833300143,-1.0794138090386685,1.7204666955694858,1.4026280267462437,0.4733790261969273
HIG,0.7122162580490112,8.247881889343262,-0.511841893196106,1.7297261238098145,8.699433479911601,-7.98721722186259,-0.4515515905683394,-9.211275373107707,-6.969707356101787
CEG,-1.713813066482544,7.6970672607421875,2.162687063217163,1.718963050842285,1.6418312283389382,-3.355644294821482,6.055236032403249,0.5208558348782248,0.07713182250334683
MGM,0.325777530670166,4.746671676635742,1.5827895402908325,1.712761163711548,-3.3091191897447136,3.6348967204148797,8.055790866380455,4.891908730035546,5.021880353456262
EMN,-10.43545150756836,2.72731351852417,13.352898597717285,1.7124415397644044,-13.149684066284664,2.7142325587163043,15.876997584808834,26.50258266400195,14.862125606049068
CCI,-0.4410128593444824,10.076749801635742,-0.37678492069244385,1.688230848312378,-11.646999960117894,11.205987100773411,21.723749761753638,11.27021503942545,13.335230808430271
HII,5.096471786499023,-6.686531066894531,2.465923309326172,1.687651824951172,9.138417386356258,-4.041945599857234,-15.824948453250789,-6.672494077030086,-7.450765561405086
BRO,-1.4823999404907227,-1.164835810661316,6.14422082901001,1.6317611932754517,-10.219868993435504,8.737469052944782,9.055033182774189,16.364089822445514,11.851630186710956
RF,6.639390468597412,1.0695477724075317,-3.3386640548706055,1.5342001199722288,6.209930041359462,0.4294604272379505,-5.14038226895193,-9.548594096230067,-4.675729921387233
EL,6.383370399475098,4.127359390258789,-4.646358966827393,1.5202764511108398,2.669745067073417,3.713625332401681,1.4576143231853722,-7.316104033900809,-1.149468615962577
ON,4.846068859100342,6.3591108322143555,-4.579345226287842,1.3785116195678713,-14.401317119536234,19.247385978636576,20.76042795175059,9.821971893248392,15.779828739104104
PPG,-5.10857629776001,-0.06211923435330391,8.447931289672852,1.323318149894476,-4.166446467091185,-0.9421298306688248,4.104327232737881,12.614377756764036,5.489764616985661
PNC,2.568950891494751,3.7498693466186523,-1.3048707246780396,1.255605936050415,5.223693086226534,-2.6547421947317833,-1.473823739607882,-6.528563810904574,-3.9680871501761192
ABNB,8.256208419799805,-4.4339799880981445,-3.030273199081421,1.2035780906677247,-9.125809687203128,17.382018107002935,4.691829699104984,6.095536488121708,10.329387777870853
WY,-9.129081726074219,9.998357772827148,7.132762908935547,1.2011440277099608,-1.2366804911472458,-7.892401234926973,11.235038263974394,8.369443400082792,2.4378245188572065
TAP,-9.338054656982422,8.86936092376709,7.900192737579346,1.1987274169921875,-5.232474829425756,-4.1055798275566655,14.101835753192846,13.132667567005102,6.431202246417944
MNST,6.492190361022949,1.1566115617752075,-4.133418560028076,1.1748310327529905,8.76661460158013,-2.274424240557181,-7.610003039804923,-12.900033161608206,-7.59178356882714
ALB,7.2389912605285645,1.0190895795822144,-4.855159282684326,1.1573507070541382,5.468701140973996,1.7702901195545682,-4.449611561391782,-10.323860423658322,-4.311350433919858
URI,-4.156628131866455,7.564362049102783,2.996457099914551,1.0488039970397949,21.415131475729503,-25.571759607595958,-13.85076942662672,-18.418674375814952,-20.36632747868971
ZBRA,1.7330855131149292,-0.05079643800854683,0.776178240776062,0.9935462139546871,-1.6748888233809365,3.4079743364958657,1.6240923853723896,2.4510670641569985,2.6684350373356236
VRSK,1.0170828104019165,0.2868843972682953,1.317520022392273,0.9912180125713349,-17.962417090896288,18.979499901298205,18.249301488164583,19.27993711328856,18.953635103467622
CDW,-4.86931037902832,8.528508186340332,3.0572011470794678,0.9808579444885255,-7.569494242754852,2.700183863726532,16.098002429095185,10.626695389834321,8.550352187243378
