SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_10,EMA_20,EMA_50,RSI,STOCH_K,STOCH_D,MACD,MACD_Signal,MACD_Hist,ADX,CCI,WILLR,ULTOSC,ROC,ATR,NATR,TRANGE,BB_Upper,BB_Middle,BB_Lower,MOM,PPO,APO,AROON_Up,AROON_Down,AROONOSC,BOP,Price_Change,High_Low_Ratio,Close_Open_Ratio,ROE,ROA,Debt_to_Equity,Profit_Margin,Operating_Margin,Asset_Turnover,Financial_Leverage,EPS_Calc,Free_Cash_Flow,Operating_Cash_Flow,Investing_Cash_Flow,Financing_Cash_Flow,Beginning_Cash_Position,End_Cash_Position,Changes_In_Cash,Cash_And_Cash_Equivalents,Net_Income,Pretax_Income,Total_Revenue,Operating_Revenue,Normalized_Income,Net_Income_Common_Stockholders,Net_Income_From_Continuing_Operations,Net_Income_From_Continuing_And_Discontinued_Operation,Net_Income_Including_Noncontrolling_Interests,Net_Income_Continuous_Operations,Diluted_NI_Availto_Com_Stockholders,Net_Income_From_Continuing_Operation_Net_Minority_Interest,Basic_EPS,Diluted_EPS,Diluted_Average_Shares,Basic_Average_Shares,Share_Issued,Ordinary_Shares_Number,Capital_Stock,Common_Stock,Total_Assets,Total_Liabilities_Net_Minority_Interest,Total_Equity_Gross_Minority_Interest,Common_Stock_Equity,Stockholders_Equity,Total_Capitalization,Invested_Capital,Net_Tangible_Assets,Tangible_Book_Value,Total_Debt,Long_Term_Debt_And_Capital_Lease_Obligation,Tax_Rate_For_Calcs,Tax_Effect_Of_Unusual_Items,Close,Date,Sector_basic-materials,Sector_communication-services,Sector_consumer-cyclical,Sector_consumer-defensive,Sector_energy,Sector_financial-services,Sector_healthcare,Sector_industrials,Sector_real-estate,Sector_technology,Sector_utilities,Target_3M_Return,Target_Direction
61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,0.7098202186874047,62.719607932099876,61.54043350219727,60.36125907229466,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,0.767238430980508,0.003303655202281597,1.017417472803098,1.0133433197956374,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,89346332.41450988,108595477.7504041,-43948647.4777602,-18409362.263070777,76502591.30073957,122740059.31031269,46237468.00957312,15527753.67985308,44607300.868209966,54552967.06400133,1403738572.0612886,1403738572.0612886,47094920.21009841,44607300.868209966,45035425.57200231,44607300.868209966,45035425.57200231,45035425.57200231,44607300.868209966,44607300.868209966,0.0796558944075178,0.0788737435063587,9319945.474864097,9221147.466296634,9221147.466296634,9221147.466296634,49300206.2751645,49300206.2751645,924354168.1571925,549465124.6479506,374889043.5092419,370113806.4284811,370113806.4284811,502025614.2008067,527186173.7159875,259015445.79436794,259015445.79436794,174230288.10872263,144508553.86467725,0.002872782627785671,-525719.919419203,60.7299690246582,2021-12-31,0,0,0,1,0,0,0,0,0,0,0,30.650338690390456,1
61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,0.7098202186874047,62.719607932099876,61.54043350219727,60.36125907229466,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,0.3670893410721673,0.004438882746020667,1.0117263007766082,1.0042899544685397,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,88951487.19277698,108115565.43242982,-43754426.70798411,-18328006.391729575,76164505.98924473,122197638.32196087,46033132.33271614,15459132.403757593,44410169.33380628,54311882.983721,1397535077.7178483,1397535077.7178483,46886795.22376344,44410169.33380628,44836402.04059068,44410169.33380628,44836402.04059068,44836402.04059068,44410169.33380628,44410169.33380628,0.07930387381036835,0.07852517944220452,9278758.155383667,9180396.76151034,9180396.76151034,9180396.76151034,49082335.54278922,49082335.54278922,920269201.0788295,547036892.0264975,373232309.05233204,368478175.01512134,368478175.01512134,499807029.40165585,524856397.70806265,257870787.60456726,257870787.60456726,173460318.0956088,143869932.1053835,0.0028600870367859648,-523396.6231792471,60.999542236328125,2022-01-03,0,0,0,1,0,0,0,0,0,0,0,32.23492157674003,1
61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,1.6172966691617674,62.719607932099876,61.54043350219727,60.36125907229466,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,0.4503829242013909,0.018559204295706566,1.019157725074679,1.0086056591058208,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,87330698.91041182,106145587.78366493,-42957175.708051816,-17994051.12086996,74776709.7563165,119971070.71105964,45194360.95474316,15177450.990143446,43600970.023646444,53322264.18912539,1372070540.2531693,1372070540.2531693,46032469.223213986,43600970.023646444,44019436.32878295,43600970.023646444,44019436.32878295,44019436.32878295,43600970.023646444,43600970.023646444,0.0778588750422258,0.07709436929245717,9109689.565664042,9013120.418324847,9013120.418324847,9013120.418324847,48188004.5222582,48188004.5222582,903500942.5055064,537069312.9269317,366431629.5785746,361764120.7905135,361764120.7905135,490700027.3462284,515292970.20194334,253172114.60758898,253172114.60758898,170299691.33267,141248472.84146222,0.0028079732868975466,-513859.7942778939,62.13164520263672,2022-01-04,0,0,0,1,0,0,0,0,0,0,0,31.221116543927902,1
61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,0.9883545339585567,62.719607932099876,61.54043350219727,60.36125907229466,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,-0.545453914925201,-0.007809085750625777,1.01604197869355,0.9913307544855074,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,88018039.32711923,106981011.67754357,-43295272.201268196,-18135674.155495632,75365243.40468042,120915308.72546016,45550065.32077973,15296905.839563848,43944133.53062403,53741939.60389717,1382869486.6563928,1382869486.6563928,46394769.960213855,43944133.53062403,44365893.394705325,43944133.53062403,44365893.394705325,44365893.394705325,43944133.53062403,43944133.53062403,0.0784716670189715,0.07770114419036143,9181387.810385088,9084058.610981712,9084058.610981712,9084058.610981712,48567270.50228437,48567270.50228437,910611989.6179811,541296342.4818728,369315647.1361083,364611402.4982785,364611402.4982785,494562105.2350187,519348608.0164116,255164717.76918274,255164717.76918274,171640043.1478527,142360175.66067055,0.002830073574118417,-517904.15221313137,61.646453857421875,2022-01-05,0,0,0,1,0,0,0,0,0,0,0,33.587293957369965,1
61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,61.54043350219727,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,0.9524281004939184,62.719607932099876,61.54043350219727,60.36125907229466,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,0.20930253189262893,0.008891076424074607,1.0124981927171157,1.0026071886267212,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,87242360.82956687,106038217.7793943,-42913723.01034168,-17975849.50376995,74701070.47809945,119849715.74338211,45148645.26528267,15162098.46337662,43556866.10528872,53268326.83898912,1370682642.5285192,1370682642.5285192,45985905.75769192,43556866.10528872,43974909.117004305,43556866.10528872,43974909.117004305,43974909.117004305,43556866.10528872,43556866.10528872,0.07778011804515844,0.07701638561990883,9100474.793500708,9004003.32925865,9004003.32925865,9004003.32925865,48139260.656786434,48139260.656786434,902587019.448685,536526048.3821999,366060971.0664852,361398183.6281191,361398183.6281191,490203666.96863884,514771733.195616,252916022.08792603,252916022.08792603,170127427.19086748,141105595.031382,0.0028051329229210383,-513340.0069795413,62.194557189941406,2022-01-06,0,0,0,1,0,0,0,0,0,0,0,31.335316086366905,1
61.939370727539064,62.35627555847168,63.12000770568848,67.69898071289063,61.935174051920576,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,0.8176431440838101,63.1013824714949,61.939370727539064,60.77735898358323,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,0.5164827794359255,0.008523221088412525,1.0131980232398339,1.0067782123669697,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,86505059.08571315,105142068.68232182,-42551050.99516557,-17823932.18905774,74069757.55846356,118836843.05656207,44767085.49809851,15033960.692559436,43188758.765793756,52818146.10227933,1359098743.4570513,1359098743.4570513,45597270.143233076,43188758.765793756,43603268.816702075,43188758.765793756,43603268.816702075,43603268.816702075,43188758.765793756,43188758.765793756,0.077122783510346,0.07636550553272502,9023564.954388803,8927908.788794575,8927908.788794575,8927908.788794575,47732426.63151956,47732426.63151956,894959085.2995933,531991764.95229673,362967320.3472966,358343939.0102422,358343939.0102422,486060862.77280176,510421299.6107984,250778580.7995333,250778580.7995333,168689648.02542034,139913084.87582356,0.002781426212371887,-509001.6731846169,62.72465515136719,2022-01-07,0,0,0,1,0,0,0,0,0,0,0,30.902191658255738,1
62.30596084594727,62.35627555847168,63.12000770568848,67.69898071289063,62.234280310736764,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,1.177040066442423,63.168648291498535,62.30596084594727,61.443273400396,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,0.0839700880585236,0.001719223114766022,1.0189333359209392,1.0015754885538868,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,86356592.83519845,104961616.24550934,-42478021.79822054,-17793341.46512198,73942633.67348543,118632886.65565227,44690252.982166834,15008158.319865854,43114635.0885648,52727495.77276307,1356766159.7139387,1356766159.7139387,45519012.80425867,43114635.0885648,43528433.72728856,43114635.0885648,43528433.72728856,43528433.72728856,43114635.0885648,43114635.0885648,0.07699041980100857,0.07623444151872476,9008078.058371235,8912586.064819597,8912586.064819597,8912586.064819597,47650504.78226762,47650504.78226762,893423091.6691301,531078722.13743764,362344369.5316924,357728923.17669654,357728923.17669654,485226649.9003926,509545277.5915432,250348176.427879,250348176.427879,168400130.62831455,139672955.90152994,0.002776652527165511,-508128.08763109974,62.83249282836914,2022-01-10,0,0,0,1,0,0,0,0,0,0,0,33.452074204119555,1
62.54496307373047,62.35627555847168,63.12000770568848,67.69898071289063,62.59840565434209,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,0.8985052968974188,63.69600088812613,62.54496307373047,61.393925259334814,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,0.28000640869140603,0.007864776502397142,1.0143740118497426,1.0039886954539023,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,85682717.41263005,104142558.30009127,-42146548.613031626,-17654492.82479182,73365629.39533344,117707146.25760126,44341516.86226782,14891043.590141935,42778194.152380176,52316041.796543196,1346178764.5981016,1346178764.5981016,45163809.53625916,42778194.152380176,43188763.752956726,42778194.152380176,43188763.752956726,43188763.752956726,42778194.152380176,42778194.152380176,0.0763896324149646,0.0756395533369882,8937784.381781904,8843037.550879622,8843037.550879622,8843037.550879622,47278668.62023855,47278668.62023855,886451349.9217473,526934500.0630395,359516849.8587078,354937419.69843084,354937419.69843084,481440230.0914606,505569089.694575,248394608.3488151,248394608.3488151,167086036.29617372,138583031.33307067,0.0027549851844226115,-504162.9586406041,63.326656341552734,2022-01-11,0,0,0,1,0,0,0,0,0,0,0,34.051057958208155,1
62.87022247314453,62.35627555847168,63.12000770568848,67.69898071289063,62.823187387725454,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,81.28239800141124,85.1497988011106,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,1.0242956437239457,63.694600017821756,62.87022247314453,62.045844928467304,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,-0.11403943194442615,-0.0008512290112051568,1.0163300305044647,0.9981572660922903,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,85755715.16525537,104231282.99204923,-42182455.54295366,-17669533.644444432,73428133.55285227,117807427.35750341,44379293.80465113,14903730.077559125,42814639.21538459,52360612.6690916,1347325647.2766042,1347325647.2766042,45202287.034355626,42814639.21538459,43225558.60246469,42814639.21538459,43225558.60246469,43225558.60246469,42814639.21538459,42814639.21538459,0.07645471288461535,0.07570399477360361,8945398.964897629,8850571.41403299,8850571.41403299,8850571.41403299,47318947.88145495,47318947.88145495,887206565.8895642,527383424.1336908,359823141.7558734,355239810.13074917,355239810.13074917,481850395.1268532,505999811.41371465,248606229.18346238,248606229.18346238,167228385.9497912,138701097.73134556,0.002757332305674735,-504592.48240045935,63.27275085449219,2022-01-12,0,0,0,1,0,0,0,0,0,0,0,35.97828412043187,1
63.17211761474609,62.35627555847168,63.12000770568848,67.69898071289063,63.11680255780004,62.35627555847168,63.12000770568848,67.69898071289063,58.57704132358914,85.42001184888584,85.19029864511647,1.8668660716423489,1.9789191669740565,-0.1120530953317076,33.46770998212348,-4.104112013119585,-58.51432748881832,60.48141168732458,5.858889295016834,1.1102973794559061,1.792450761979563,0.7277904644648601,63.88346045033745,63.17211761474609,62.46077477915473,3.5581016540527344,2.891199249733556,1.8583798530774231,0.0,85.71428571428572,85.71428571428572,0.38461448173058566,0.006816236652154473,1.0092094291444593,1.0035385703411264,0.11898800896033733,0.04825780247969218,0.46475161417841615,0.03177749885629157,1.0,1.5186155052016532,2.4974863193486674,4.786219081272085,85175141.24564436,103525627.81331083,-41896876.51762345,-17549909.309367932,72931018.47166674,117009860.45798619,44078841.98631946,14802830.481872952,42524780.2496223,52006126.60280497,1338204131.2292547,1338204131.2292547,44896263.477694176,42524780.2496223,42932917.67542155,42524780.2496223,42932917.67542155,42932917.67542155,42524780.2496223,42524780.2496223,0.07593710758861125,0.07519147190686261,8884837.807783766,8790652.247983938,8790652.247983938,8790652.247983938,46998594.340114124,46998594.340114124,881200097.4871899,523812990.8267429,357387106.66044694,352834804.6034553,352834804.6034553,478588224.5295255,502574147.0918817,246923142.60854882,246923142.60854882,166096234.7069965,137762078.8005483,0.002738664917486196,-501176.34582286864,63.70403289794922,2022-01-13,0,0,0,1,0,0,0,0,0,0,0,34.09349787989315,1
